loan_id,customer_code,customer_name,employment_status,monthly_income,principal,annual_interest_rate,term_months,application_date,approval_date,disbursement_date,due_date,status,eligibility_score,purpose,total_repaid,outstanding_penalties
355,CUS-0171,Natasha Mwelwa,Employed,18197.0,9800.0,20.0,36,2023-05-18,2023-05-25,2023-05-28,2026-05-12,Overdue,90.69,Vehicle repair,5277.27,208.05
356,CUS-0068,Memory Banda,Unemployed,2767.0,27900.0,12.0,9,2025-10-27,,,,Pending,45.0,Medical expenses,0,0
357,CUS-0198,Ruth Banda,Business Owner,11901.0,15200.0,18.0,6,2026-03-23,2026-03-30,2026-03-30,2026-09-26,Disbursed,89.78,House renovation,1717.54,0
358,CUS-0180,Natasha Mumba,Other,2765.0,21000.0,10.0,36,2026-01-20,,,,Rejected,40.0,Equipment purchase,0,0
359,CUS-0010,Thandiwe Kunda,Unemployed,4136.0,12900.0,24.0,3,2025-12-08,2025-12-10,2025-12-12,2026-03-12,Disbursed,75.05,Equipment purchase,7687.54,0
360,CUS-0031,Brian Chilufya,Other,4320.0,10200.0,15.0,3,2026-04-24,2026-04-28,2026-04-29,2026-07-28,Overdue,81.11,Personal development,4782.6,116.0
361,CUS-0003,Lillian Sakala,Unemployed,4765.0,5600.0,20.0,6,2026-02-25,2026-02-28,2026-03-03,2026-08-30,Disbursed,90.6,Equipment purchase,990.18,0
362,CUS-0179,Lillian Banda,Retired,5869.0,27600.0,12.0,18,2024-11-19,2024-11-24,2024-11-25,2026-05-19,Overdue,62.38,Emergency needs,9065.65,470.05
363,CUS-0050,Lillian Mulenga,Self-Employed,13107.0,15900.0,15.0,24,2026-01-04,2026-01-11,2026-01-13,2028-01-03,Completed,90.3,Working capital,20670.0,0
364,CUS-0187,Agnes Sakala,Unemployed,4539.0,29800.0,20.0,6,2026-04-30,,,,Rejected,47.48,House renovation,0,0
365,CUS-0115,Kelvin Banda,Employed,19867.0,18600.0,10.0,18,2026-01-20,2026-01-26,2026-01-28,2027-07-22,Disbursed,92.51,Emergency needs,14372.47,0
366,CUS-0066,Brian Mwelwa,Retired,7336.0,16500.0,10.0,9,2026-02-16,2026-02-23,2026-02-24,2026-11-21,Completed,82.01,Equipment purchase,17737.5,0
367,CUS-0096,Natasha Kunda,Retired,2193.0,14900.0,12.0,36,2026-07-01,,,,Rejected,40.65,House renovation,0,0
368,CUS-0071,Gabriel Tembo,Other,4091.0,14600.0,20.0,12,2026-03-11,,,,Pending,71.45,Working capital,0,0
369,CUS-0137,Agnes Chilufya,Unemployed,4556.0,13500.0,15.0,6,2026-01-01,2026-01-04,2026-01-04,2026-07-03,Disbursed,76.29,Equipment purchase,4392.85,0
370,CUS-0204,Sibamba Kunda,Retired,1993.0,20900.0,18.0,18,2026-03-12,,,,Pending,45.0,School fees,0,0
371,CUS-0212,Agnes Chilufya,Business Owner,8602.0,17800.0,24.0,12,2026-04-06,2026-04-07,,,Approved,83.45,House renovation,0,0
372,CUS-0104,Eunice Nyirenda,Student,1091.0,23800.0,24.0,18,2026-06-07,,,,Rejected,45.0,Personal development,0,0
373,CUS-0105,Caroline Mwelwa,Unemployed,2086.0,19200.0,12.0,24,2025-11-29,2025-12-04,,,Approved,45.0,Farm inputs,0,0
374,CUS-0058,Kelvin Zulu,Employed,21302.0,10100.0,24.0,12,2026-01-17,2026-01-18,,,Approved,96.21,Personal development,0,0
375,CUS-0005,Caroline Mumba,Employed,24146.0,26000.0,20.0,24,2026-02-04,2026-02-09,2026-02-11,2028-02-01,Disbursed,91.39,House renovation,5640.97,0
376,CUS-0209,Lillian Chilufya,Unemployed,234.0,18600.0,24.0,6,2026-01-09,,,,Pending,45.0,Emergency needs,0,0
377,CUS-0179,Lillian Banda,Retired,5869.0,9600.0,10.0,24,2025-09-20,2025-09-24,2025-09-24,2027-09-14,Disbursed,86.91,Vehicle repair,4408.89,0
378,CUS-0058,Kelvin Zulu,Employed,21302.0,27300.0,15.0,12,2025-09-29,2025-10-06,2025-10-09,2026-10-04,Disbursed,89.75,Business expansion,18499.77,0
379,CUS-0045,Agnes Mwila,Other,1529.0,5400.0,12.0,12,2026-02-08,2026-02-11,2026-02-15,2027-02-10,Completed,71.75,Emergency needs,6048.0,0
380,CUS-0163,Chola Mulenga,Business Owner,8388.0,6600.0,20.0,9,2026-07-07,2026-07-12,2026-07-15,2027-04-11,Completed,93.71,Vehicle repair,7590.0,0
381,CUS-0209,Lillian Chilufya,Unemployed,234.0,7200.0,10.0,24,2025-12-23,,,,Pending,45.0,Equipment purchase,0,0
382,CUS-0034,Sibamba Mwila,Other,4269.0,25700.0,20.0,3,2026-03-21,,,,Pending,51.84,Equipment purchase,0,0
383,CUS-0023,Caroline Mutale,Business Owner,11774.0,20200.0,18.0,24,2026-03-24,2026-03-31,2026-04-03,2028-03-23,Completed,86.27,Emergency needs,27472.0,0
384,CUS-0101,Lillian Banda,Self-Employed,14960.0,10500.0,18.0,36,2026-04-26,2026-05-02,2026-05-06,2029-04-20,Disbursed,89.39,Equipment purchase,5426.52,0
385,CUS-0029,Grace Chanda,Unemployed,3271.0,8200.0,12.0,3,2025-12-18,2025-12-23,,,Approved,79.94,Business expansion,0,0
386,CUS-0140,Agnes Mbewe,Unemployed,4506.0,12200.0,18.0,24,2024-08-08,2024-08-15,2024-08-17,2026-08-07,Overdue,78.34,Personal development,2557.42,0
387,CUS-0061,Memory Kabwe,Unemployed,3198.0,18700.0,18.0,24,2026-01-28,,,,Pending,53.22,House renovation,0,0
388,CUS-0016,Grace Kabwe,Retired,5590.0,25800.0,15.0,6,2025-12-04,2025-12-07,2025-12-11,2026-06-09,Overdue,63.08,Vehicle repair,602.48,542.65
389,CUS-0166,Adrian Chilufya,Other,2831.0,10300.0,10.0,12,2026-06-16,2026-06-23,,,Approved,70.89,Vehicle repair,0,0
390,CUS-0157,Victor Nyirenda,Business Owner,3889.0,14800.0,20.0,24,2025-12-17,2025-12-22,2025-12-25,2027-12-15,Completed,69.56,School fees,20720.0,0
391,CUS-0172,Joshua Sakala,Business Owner,13164.0,29800.0,15.0,6,2025-09-28,,,,Rejected,81.89,School fees,0,0
392,CUS-0199,James Mumba,Self-Employed,14808.0,6100.0,24.0,18,2025-12-04,2025-12-09,2025-12-09,2027-06-02,Disbursed,96.7,Farm inputs,3770.03,0
393,CUS-0089,Joshua Mwila,Unemployed,2745.0,10100.0,10.0,9,2026-03-25,2026-03-31,2026-04-01,2026-12-27,Disbursed,70.56,School fees,4497.56,0
394,CUS-0066,Brian Mwelwa,Retired,7336.0,10400.0,12.0,12,2026-06-06,2026-06-11,2026-06-14,2027-06-09,Disbursed,88.66,Personal development,4408.1,0
395,CUS-0045,Agnes Mwila,Other,1529.0,16000.0,20.0,6,2025-11-06,,,,Pending,45.0,Business expansion,0,0
396,CUS-0175,Joshua Nyirenda,Business Owner,11175.0,23200.0,12.0,3,2025-11-20,,,,Pending,83.39,Working capital,0,0
397,CUS-0152,Brian Chilufya,Student,1728.0,25200.0,24.0,12,2026-03-18,,,,Pending,45.0,Equipment purchase,0,0
398,CUS-0151,Lillian Mbewe,Self-Employed,10878.0,17500.0,20.0,18,2026-04-13,2026-04-14,2026-04-15,2027-10-07,Completed,87.13,Medical expenses,22750.0,0
399,CUS-0189,Sibamba Zulu,Other,2878.0,14600.0,12.0,18,2026-06-29,,,,Rejected,59.42,Working capital,0,0
400,CUS-0210,Peter Mutale,Other,2293.0,21700.0,12.0,24,2026-05-08,,,,Pending,45.0,Vehicle repair,0,0
401,CUS-0114,Gabriel Mumbula,Employed,19085.0,11200.0,15.0,18,2024-10-22,2024-10-25,2024-10-26,2026-04-19,Overdue,95.31,Vehicle repair,3090.18,212.6
402,CUS-0100,Agnes Mutale,Retired,5834.0,800.0,24.0,6,2026-03-17,2026-03-24,2026-03-24,2026-09-20,Completed,98.9,Business expansion,896.0,0
403,CUS-0061,Memory Kabwe,Unemployed,3198.0,25200.0,15.0,36,2025-11-11,,,,Rejected,40.0,Working capital,0,0
404,CUS-0064,Eunice Chanda,Retired,5309.0,1900.0,15.0,6,2025-09-12,2025-09-13,2025-09-14,2026-03-13,Completed,97.14,Farm inputs,2042.5,0
405,CUS-0112,Eunice Zulu,Other,1048.0,10200.0,20.0,12,2026-04-17,,,,Rejected,45.0,School fees,0,0
406,CUS-0198,Ruth Banda,Business Owner,11901.0,4100.0,24.0,12,2026-06-16,,,,Pending,97.24,Business expansion,0,0
407,CUS-0191,Eunice Mbewe,Self-Employed,23417.0,25500.0,12.0,9,2025-08-09,2025-08-13,2025-08-17,2026-05-14,Overdue,91.29,Working capital,4035.46,475.19
408,CUS-0067,Adrian Kabwe,Employed,17513.0,28300.0,20.0,3,2025-12-30,2026-01-06,2026-01-07,2026-04-07,Disbursed,87.07,School fees,11816.37,0
409,CUS-0174,Adrian Mwelwa,Unemployed,3181.0,26500.0,24.0,24,2026-01-08,,,,Pending,45.0,School fees,0,0
410,CUS-0057,Thandiwe Musonda,Unemployed,1379.0,6500.0,12.0,36,2026-03-13,,,,Rejected,57.29,Working capital,0,0
411,CUS-0016,Grace Kabwe,Retired,5590.0,26400.0,10.0,24,2026-02-04,2026-02-07,2026-02-07,2028-01-28,Disbursed,62.22,Working capital,1986.48,0
412,CUS-0135,Memory Kabwe,Student,4566.0,17100.0,10.0,36,2025-10-10,,,,Pending,65.04,Business expansion,0,0
413,CUS-0020,Victor Mulenga,Self-Employed,18502.0,21900.0,18.0,9,2025-12-18,,,,Pending,90.53,House renovation,0,0
414,CUS-0011,Lillian Banda,Business Owner,18431.0,23500.0,20.0,24,2024-06-11,2024-06-13,2024-06-15,2026-06-05,Overdue,89.8,Working capital,7421.74,0
415,CUS-0050,Lillian Mulenga,Self-Employed,13107.0,5500.0,20.0,12,2026-01-10,2026-01-17,2026-01-19,2027-01-14,Completed,96.64,Farm inputs,6600.0,0
416,CUS-0105,Caroline Mwelwa,Unemployed,2086.0,12400.0,12.0,36,2026-05-01,,,,Rejected,47.44,House renovation,0,0
417,CUS-0089,Joshua Mwila,Unemployed,2745.0,20800.0,20.0,9,2025-09-29,,,,Pending,45.0,Farm inputs,0,0
418,CUS-0179,Lillian Banda,Retired,5869.0,23000.0,15.0,36,2026-07-04,2026-07-08,2026-07-09,2029-06-23,Disbursed,63.65,Farm inputs,21560.94,0
419,CUS-0203,Lillian Lungu,Business Owner,5076.0,29700.0,10.0,3,2025-09-14,,,,Pending,53.19,House renovation,0,0
420,CUS-0069,James Mwelwa,Self-Employed,3266.0,4700.0,24.0,6,2025-09-11,2025-09-18,,,Approved,88.49,Equipment purchase,0,0
421,CUS-0186,Memory Mumbula,Employed,5400.0,16400.0,10.0,24,2026-07-04,,,,Pending,75.7,School fees,0,0
422,CUS-0069,James Mwelwa,Self-Employed,3266.0,7900.0,20.0,18,2026-06-14,2026-06-17,2026-06-19,2027-12-11,Completed,80.65,Equipment purchase,10270.0,0
423,CUS-0082,Victor Banda,Unemployed,2052.0,23200.0,10.0,36,2026-03-03,2026-03-09,,,Approved,40.0,School fees,0,0
424,CUS-0201,Peter Zulu,Employed,14339.0,3500.0,12.0,18,2026-06-03,,,,Pending,98.05,Medical expenses,0,0
425,CUS-0182,Gabriel Zulu,Employed,4884.0,24800.0,10.0,18,2025-12-13,2025-12-16,,,Approved,59.38,Medical expenses,0,0
426,CUS-0138,Agnes Mbewe,Other,1877.0,11700.0,18.0,9,2025-10-18,,,,Rejected,50.13,Medical expenses,0,0
427,CUS-0152,Brian Chilufya,Student,1728.0,6800.0,12.0,36,2026-05-05,2026-05-12,2026-05-13,2029-04-27,Disbursed,63.52,Medical expenses,3074.29,0
428,CUS-0067,Adrian Kabwe,Employed,17513.0,29500.0,15.0,3,2026-04-20,2026-04-25,2026-04-25,2026-07-24,Completed,86.52,Equipment purchase,30606.25,0
429,CUS-0079,Joshua Kunda,Retired,3260.0,19600.0,10.0,6,2026-03-16,,,,Rejected,51.9,Personal development,0,0
430,CUS-0112,Eunice Zulu,Other,1048.0,25000.0,20.0,3,2026-07-19,,,,Rejected,45.0,Equipment purchase,0,0
431,CUS-0152,Brian Chilufya,Student,1728.0,10200.0,12.0,24,2026-02-02,,,,Rejected,52.78,Personal development,0,0
432,CUS-0153,Ruth Banda,Student,4530.0,15000.0,20.0,18,2025-11-30,2025-12-01,2025-12-02,2027-05-26,Disbursed,73.51,Business expansion,12050.48,0
433,CUS-0072,James Lungu,Unemployed,4133.0,14100.0,18.0,9,2025-10-31,2025-11-04,2025-11-07,2026-08-04,Completed,72.71,School fees,16003.5,0
434,CUS-0062,Victor Zulu,Employed,24654.0,13500.0,18.0,24,2026-01-22,,,,Pending,95.62,Medical expenses,0,0
435,CUS-0094,Agnes Mumbula,Other,798.0,18200.0,10.0,9,2026-04-03,,,,Rejected,45.0,Personal development,0,0
436,CUS-0100,Agnes Mutale,Retired,5834.0,18700.0,12.0,9,2026-03-28,2026-03-31,2026-03-31,2026-12-26,Disbursed,74.36,Vehicle repair,3686.69,0
437,CUS-0029,Grace Chanda,Unemployed,3271.0,600.0,24.0,6,2025-12-05,2025-12-07,2025-12-08,2026-06-06,Overdue,98.53,School fees,266.23,8.12
438,CUS-0176,Mercy Ngoma,Unemployed,2095.0,2300.0,18.0,6,2025-11-28,2025-12-04,2025-12-05,2026-06-03,Overdue,91.22,Vehicle repair,1121.2,27.72
439,CUS-0155,James Mutale,Self-Employed,24524.0,24300.0,18.0,12,2025-12-14,,,,Pending,92.07,Equipment purchase,0,0
440,CUS-0132,Kelvin Sakala,Retired,4504.0,5500.0,15.0,36,2026-01-29,,,,Pending,85.23,School fees,0,0
441,CUS-0075,Victor Musonda,Other,1204.0,22400.0,18.0,9,2026-05-29,,,,Rejected,45.0,Vehicle repair,0,0
442,CUS-0202,Adrian Mumbula,Other,2986.0,11000.0,20.0,36,2026-02-14,2026-02-15,2026-02-19,2029-02-03,Disbursed,65.53,House renovation,3613.11,0
443,CUS-0183,Caroline Chilufya,Student,315.0,22200.0,10.0,9,2026-07-02,,,,Rejected,45.0,Emergency needs,0,0
444,CUS-0206,Joshua Banda,Unemployed,2031.0,19900.0,24.0,12,2025-09-21,,,,Rejected,45.0,Personal development,0,0
445,CUS-0075,Victor Musonda,Other,1204.0,10100.0,10.0,6,2025-11-10,,,,Rejected,45.0,House renovation,0,0
446,CUS-0098,Lillian Musonda,Retired,6369.0,12400.0,15.0,3,2026-01-30,2026-02-06,,,Approved,84.42,Farm inputs,0,0
447,CUS-0015,Ruth Musonda,Self-Employed,4396.0,800.0,10.0,6,2025-11-06,,,,Pending,98.54,Equipment purchase,0,0
448,CUS-0038,Eunice Mwelwa,Other,3526.0,19700.0,15.0,24,2025-10-13,,,,Rejected,55.3,House renovation,0,0
449,CUS-0171,Natasha Mwelwa,Employed,18197.0,800.0,20.0,12,2026-02-13,2026-02-17,,,Approved,99.65,Emergency needs,0,0
450,CUS-0188,Victor Mumba,Unemployed,1733.0,4000.0,10.0,3,2026-04-07,2026-04-10,2026-04-14,2026-07-13,Overdue,81.53,Vehicle repair,778.7,0
451,CUS-0159,Joshua Banda,Self-Employed,17113.0,13100.0,20.0,3,2026-05-14,2026-05-18,2026-05-20,2026-08-18,Disbursed,93.88,Medical expenses,1063.71,0
452,CUS-0134,Thandiwe Lungu,Self-Employed,8875.0,4900.0,15.0,24,2026-04-19,2026-04-22,2026-04-25,2028-04-14,Disbursed,95.58,Medical expenses,875.03,0
453,CUS-0186,Memory Mumbula,Employed,5400.0,25300.0,18.0,36,2025-09-15,,,,Rejected,57.52,Emergency needs,0,0
454,CUS-0115,Kelvin Banda,Employed,19867.0,26400.0,20.0,18,2025-11-25,2025-11-28,2025-12-02,2027-05-26,Disbursed,89.37,Emergency needs,13117.21,0
455,CUS-0112,Eunice Zulu,Other,1048.0,8100.0,24.0,12,2025-10-07,,,,Rejected,45.0,Vehicle repair,0,0
456,CUS-0128,Mercy Nyirenda,Other,19.0,23400.0,12.0,3,2026-05-02,,,,Pending,45.0,Farm inputs,0,0
457,CUS-0178,Eunice Musonda,Other,2670.0,11000.0,20.0,12,2025-06-21,2025-06-25,2025-06-27,2026-06-22,Overdue,67.04,Medical expenses,6659.97,130.8
458,CUS-0025,Ruth Mutale,Other,2.0,13600.0,15.0,9,2025-12-07,,,,Rejected,45.0,Working capital,0,0
459,CUS-0089,Joshua Mwila,Unemployed,2745.0,24000.0,12.0,9,2026-03-06,,,,Pending,45.0,House renovation,0,0
460,CUS-0066,Brian Mwelwa,Retired,7336.0,9700.0,12.0,12,2026-06-28,2026-06-30,2026-07-04,2027-06-29,Disbursed,89.42,Emergency needs,6281.37,0
461,CUS-0121,Eunice Tembo,Self-Employed,3697.0,24200.0,12.0,18,2026-01-04,,,,Pending,47.63,Personal development,0,0
462,CUS-0177,Memory Ngoma,Retired,3069.0,5100.0,12.0,6,2025-12-04,,,,Pending,86.71,Farm inputs,0,0
463,CUS-0168,Joshua Zulu,Other,1524.0,14900.0,10.0,24,2026-01-18,,,,Rejected,45.0,Vehicle repair,0,0
464,CUS-0049,Victor Phiri,Other,3138.0,27000.0,20.0,3,2026-02-10,,,,Pending,45.0,Personal development,0,0
465,CUS-0159,Joshua Banda,Self-Employed,17113.0,25300.0,15.0,24,2026-04-20,2026-04-24,2026-04-28,2028-04-17,Disbursed,88.17,Farm inputs,14635.31,0
466,CUS-0052,Thandiwe Mumbula,Other,4896.0,14700.0,20.0,18,2026-01-02,,,,Pending,75.98,Farm inputs,0,0
467,CUS-0092,Natasha Chilufya,Self-Employed,19864.0,1500.0,12.0,9,2026-05-08,2026-05-15,2026-05-15,2027-02-09,Disbursed,99.4,Farm inputs,1129.9,0
468,CUS-0132,Kelvin Sakala,Retired,4504.0,6400.0,10.0,6,2025-12-15,2025-12-21,2025-12-24,2026-06-22,Overdue,88.63,Farm inputs,1100.87,112.38
469,CUS-0156,Joshua Zulu,Business Owner,10880.0,20000.0,24.0,3,2026-07-14,,,,Pending,85.29,School fees,0,0
470,CUS-0181,Caroline Mumbula,Business Owner,15005.0,5000.0,18.0,12,2025-11-07,,,,Pending,97.33,Farm inputs,0,0
471,CUS-0052,Thandiwe Mumbula,Other,4896.0,9800.0,12.0,9,2025-09-03,2025-09-06,2025-09-09,2026-06-06,Overdue,83.99,Personal development,3858.19,136.48
472,CUS-0078,Sibamba Lungu,Other,1310.0,24200.0,24.0,3,2026-05-28,,,,Rejected,45.0,House renovation,0,0
473,CUS-0190,Brian Mumba,Employed,17995.0,17700.0,18.0,9,2025-08-26,2025-08-31,2025-09-03,2026-05-31,Overdue,92.13,Farm inputs,569.98,0
474,CUS-0022,Victor Kabwe,Unemployed,201.0,22000.0,12.0,6,2026-02-12,,,,Rejected,45.0,Business expansion,0,0
475,CUS-0215,Chola Phiri,Student,4384.0,20400.0,15.0,9,2025-12-05,,,,Rejected,62.77,Equipment purchase,0,0
476,CUS-0215,Chola Phiri,Student,4384.0,11800.0,10.0,6,2026-04-30,,,,Rejected,78.47,Vehicle repair,0,0
477,CUS-0141,Chola Kunda,Employed,21652.0,6800.0,12.0,12,2026-04-21,2026-04-23,2026-04-23,2027-04-18,Completed,97.49,Medical expenses,7616.0,0
478,CUS-0130,Agnes Sakala,Unemployed,4220.0,7000.0,15.0,36,2026-01-20,,,,Pending,81.73,Emergency needs,0,0
479,CUS-0048,Thandiwe Mumba,Retired,4708.0,18700.0,10.0,18,2025-01-10,2025-01-16,2025-01-19,2026-07-13,Overdue,68.22,Working capital,3271.32,364.67
480,CUS-0004,Caroline Mumba,Retired,2489.0,10400.0,24.0,6,2026-05-13,2026-05-17,2026-05-18,2026-11-14,Disbursed,66.57,Business expansion,2744.43,0
481,CUS-0152,Brian Chilufya,Student,1728.0,15200.0,12.0,9,2026-06-09,,,,Pending,45.0,Vehicle repair,0,0
482,CUS-0150,Ruth Tembo,Student,269.0,28500.0,10.0,36,2025-09-23,,,,Rejected,40.0,Vehicle repair,0,0
483,CUS-0092,Natasha Chilufya,Self-Employed,19864.0,29900.0,20.0,6,2026-05-05,2026-05-08,2026-05-09,2026-11-05,Completed,87.96,Personal development,32890.0,0
484,CUS-0176,Mercy Ngoma,Unemployed,2095.0,16600.0,24.0,6,2025-10-31,,,,Rejected,45.0,Working capital,0,0
485,CUS-0048,Thandiwe Mumba,Retired,4708.0,900.0,18.0,6,2025-11-29,2025-12-06,2025-12-07,2026-06-05,Overdue,98.47,House renovation,472.25,10.18
486,CUS-0013,Memory Mwelwa,Self-Employed,22651.0,26600.0,10.0,18,2026-06-21,2026-06-27,2026-07-01,2027-12-23,Completed,90.61,Emergency needs,30590.0,0
487,CUS-0006,Eunice Mwelwa,Retired,7752.0,29900.0,18.0,24,2025-12-16,,,,Pending,69.14,Farm inputs,0,0
488,CUS-0100,Agnes Mutale,Retired,5834.0,6400.0,18.0,9,2026-07-03,2026-07-04,2026-07-07,2027-04-03,Completed,91.22,Working capital,7264.0,0
489,CUS-0214,Gabriel Banda,Retired,3163.0,6500.0,18.0,24,2025-12-13,,,,Pending,83.56,Personal development,0,0
490,CUS-0195,Mercy Mwila,Self-Employed,16645.0,3000.0,10.0,36,2025-10-10,,,,Pending,93.56,Vehicle repair,0,0
491,CUS-0186,Memory Mumbula,Employed,5400.0,2500.0,20.0,36,2025-09-26,,,,Pending,91.3,Farm inputs,0,0
492,CUS-0208,Mercy Mumbula,Student,2599.0,8100.0,18.0,6,2026-01-05,2026-01-10,2026-01-12,2026-07-11,Overdue,75.07,Vehicle repair,2498.98,0
493,CUS-0081,Mercy Mumba,Other,1587.0,18200.0,18.0,18,2026-04-28,,,,Pending,45.0,Farm inputs,0,0
494,CUS-0011,Lillian Banda,Business Owner,18431.0,15900.0,12.0,36,2026-04-13,2026-04-19,2026-04-20,2029-04-04,Completed,88.1,Farm inputs,21624.0,0
495,CUS-0143,Eunice Tembo,Employed,21854.0,5800.0,15.0,9,2025-10-05,2025-10-12,2025-10-14,2026-07-11,Disbursed,97.88,Working capital,1199.04,0
496,CUS-0154,Natasha Mutale,Self-Employed,20344.0,5000.0,24.0,36,2026-06-05,2026-06-12,2026-06-12,2029-05-27,Disbursed,93.03,Medical expenses,6145.26,0
497,CUS-0095,Gabriel Chilufya,Employed,9230.0,1200.0,20.0,24,2026-01-08,2026-01-10,2026-01-10,2027-12-31,Disbursed,98.96,Emergency needs,164.97,0
498,CUS-0038,Eunice Mwelwa,Other,3526.0,10100.0,10.0,36,2026-03-09,2026-03-10,2026-03-12,2029-02-24,Disbursed,72.08,House renovation,6043.89,0
499,CUS-0149,Natasha Chilufya,Employed,9057.0,28900.0,15.0,36,2026-05-28,2026-06-02,2026-06-03,2029-05-18,Completed,69.47,School fees,41905.0,0
500,CUS-0132,Kelvin Sakala,Retired,4504.0,27200.0,18.0,9,2025-11-17,,,,Pending,51.69,Personal development,0,0
501,CUS-0028,Eunice Mumbula,Unemployed,547.0,6400.0,20.0,24,2026-07-12,,,,Rejected,45.0,School fees,0,0
502,CUS-0104,Eunice Nyirenda,Student,1091.0,26600.0,24.0,36,2025-12-28,,,,Rejected,40.0,Farm inputs,0,0
503,CUS-0083,Ruth Chanda,Employed,14412.0,11700.0,15.0,36,2026-05-23,,,,Pending,88.51,School fees,0,0
504,CUS-0049,Victor Phiri,Other,3138.0,12700.0,20.0,3,2026-07-01,2026-07-06,2026-07-09,2026-10-07,Disbursed,67.62,Equipment purchase,4488.89,0
505,CUS-0168,Joshua Zulu,Other,1524.0,11700.0,15.0,24,2026-06-18,,,,Pending,45.0,Equipment purchase,0,0
506,CUS-0142,Memory Chilufya,Retired,6495.0,29100.0,18.0,12,2025-06-29,2025-07-03,2025-07-04,2026-06-29,Overdue,64.16,Vehicle repair,11015.05,466.46
507,CUS-0193,Natasha Kunda,Retired,1261.0,18000.0,18.0,24,2026-04-12,,,,Rejected,45.0,Emergency needs,0,0
508,CUS-0033,Agnes Musonda,Student,4069.0,5200.0,20.0,12,2025-05-28,2025-05-29,2025-05-30,2026-05-25,Overdue,89.78,Emergency needs,2379.83,77.2
509,CUS-0032,Grace Mumbula,Retired,3532.0,8000.0,24.0,6,2026-03-20,2026-03-22,2026-03-24,2026-09-20,Disbursed,81.88,Equipment purchase,4258.6,0
510,CUS-0067,Adrian Kabwe,Employed,17513.0,11400.0,24.0,6,2026-02-16,,,,Pending,94.79,Working capital,0,0
511,CUS-0076,Gabriel Nyirenda,Retired,4048.0,6600.0,12.0,24,2025-12-20,2025-12-27,2025-12-31,2027-12-21,Disbursed,86.96,House renovation,2091.88,0
512,CUS-0108,Gabriel Musonda,Employed,15667.0,22300.0,24.0,24,2024-08-10,2024-08-11,2024-08-14,2026-08-04,Overdue,88.61,Vehicle repair,10888.31,442.31
513,CUS-0216,Caroline Chanda,Student,3248.0,21100.0,10.0,3,2026-03-13,,,,Pending,48.03,House renovation,0,0
514,CUS-0121,Eunice Tembo,Self-Employed,3697.0,16900.0,24.0,24,2025-09-19,2025-09-23,2025-09-24,2027-09-14,Disbursed,63.43,House renovation,12298.9,0
515,CUS-0182,Gabriel Zulu,Employed,4884.0,22900.0,18.0,12,2026-07-03,2026-07-09,,,Approved,62.49,Farm inputs,0,0
516,CUS-0132,Kelvin Sakala,Retired,4504.0,9800.0,24.0,24,2026-06-13,2026-06-18,2026-06-18,2028-06-07,Disbursed,82.59,Business expansion,1784.3,0
517,CUS-0110,Thandiwe Nyirenda,Self-Employed,23535.0,4200.0,18.0,18,2026-01-15,2026-01-21,2026-01-24,2027-07-18,Disbursed,98.57,Farm inputs,1078.96,0
518,CUS-0146,Gabriel Kabwe,Self-Employed,5288.0,7300.0,24.0,9,2026-01-06,2026-01-09,2026-01-10,2026-10-07,Disbursed,88.96,Working capital,4438.69,0
519,CUS-0090,Grace Chilufya,Business Owner,18847.0,7700.0,12.0,9,2026-07-22,2026-07-24,2026-07-24,2027-04-20,Completed,96.73,Farm inputs,8393.0,0
520,CUS-0018,Adrian Mwila,Self-Employed,22455.0,1900.0,18.0,12,2026-04-25,,,,Pending,99.32,Equipment purchase,0,0
521,CUS-0167,Kelvin Mbewe,Self-Employed,22050.0,21900.0,20.0,12,2026-03-21,2026-03-26,2026-03-29,2027-03-24,Completed,92.05,Equipment purchase,26280.0,0
522,CUS-0014,Chola Chilufya,Business Owner,12953.0,24700.0,24.0,36,2023-07-17,2023-07-19,2023-07-22,2026-07-06,Overdue,79.74,Equipment purchase,14568.5,558.31
523,CUS-0010,Thandiwe Kunda,Unemployed,4136.0,20400.0,15.0,36,2026-04-20,,,,Pending,55.54,House renovation,0,0
524,CUS-0093,Thandiwe Kabwe,Self-Employed,9682.0,6200.0,15.0,24,2025-10-20,2025-10-25,2025-10-27,2027-10-17,Disbursed,94.88,Farm inputs,666.55,0
525,CUS-0161,Chola Kabwe,Employed,4780.0,25000.0,20.0,12,2026-01-04,,,,Rejected,58.16,Personal development,0,0
526,CUS-0124,Natasha Phiri,Unemployed,2946.0,28800.0,12.0,24,2026-01-01,,,,Rejected,45.0,School fees,0,0
527,CUS-0120,Lillian Chilufya,Employed,5717.0,17100.0,12.0,24,2025-11-25,2025-11-28,2025-11-29,2027-11-19,Completed,76.07,School fees,21204.0,0
528,CUS-0043,Ruth Nyirenda,Self-Employed,4345.0,22500.0,20.0,12,2026-01-08,,,,Rejected,58.57,Working capital,0,0
529,CUS-0083,Ruth Chanda,Employed,14412.0,14300.0,18.0,3,2026-06-10,,,,Pending,92.06,Farm inputs,0,0
530,CUS-0080,Memory Chanda,Retired,1587.0,6000.0,15.0,24,2026-04-14,2026-04-19,2026-04-21,2028-04-10,Disbursed,69.75,Farm inputs,5778.68,0
531,CUS-0035,Kelvin Zulu,Self-Employed,11805.0,24100.0,15.0,12,2026-06-28,,,,Pending,83.67,Business expansion,0,0
